revolt	n. 反抗；造反，起义 v. 起义；反抗
comfortable	adj. 舒适的，舒服的 n. 盖被
superb	adj. 极好的；华丽的；宏伟的 n. (Superb)人名；(罗)苏佩尔布
bonus	n. 奖金；红利；额外津贴
adapt	v. 使适应；改编
stimulate	v. 刺激；鼓舞，激励
meeting	n. 会议；会见；集会；汇合点 v. 会面；会合（meet的ing形式）
sympathetic	adj. 同情的；交感神经的；共鸣的；赞同的；和谐的；合意的 n. 交感神经；容易感受的人
attorney	n. 律师；代理人；检查官
withdraw	v. 撤退；收回；撤消；拉开
investigate	v. 调查；研究
floor	n. 地板，地面；楼层；基底；议员席 v. 铺地板；打倒，击倒；（被困难）难倒
witness	n. 证人；目击者；证据 v. 目击；证明；为…作证
infrastructure	n. 基础设施；公共建设；下部构造
centre	v. 以…为中心 n. 中心 adj. 中央的
dark	adj. 黑暗的，深色的；模糊的；无知的；忧郁的 n. 黑暗；夜；黄昏；模糊
collapse	v. 倒塌；瓦解；暴跌 n. 倒塌；失败；衰竭
logic	n. 逻辑；逻辑学；逻辑性 adj. 逻辑的
ton	n. 吨；很多，大量
instruction	n. 指令，命令；指示；教导；用法说明
rescue	v. 营救；援救 n. 营救；援救；解救
insect	n. 昆虫；卑鄙的人
awkward	adj. 尴尬的；笨拙的；棘手的；不合适的
brochure	n. 手册，小册子
damn	v. 谴责；罚…下地狱 n. 一点；诅咒 adj. 可恶的 adv. 非常 int. 讨厌
concrete	adj. 混凝土的；实在的，具体的；有形的 v. 凝结 n. 具体物；凝结物
booth	n. 货摊；公用电话亭
exit	n. 出口，通道；退场 v. 退出；离去
tired	adj. 疲倦的；厌倦的，厌烦的 v. 疲倦；对…腻烦（tire的过去分词形式）
impair	v. 损害；削弱；减少
dwelling	n. 住处；寓所 v. 居住（dwell的现在分词）
presumably	adv. 大概；推测起来；可假定
christmas	n. 圣诞节；圣诞节期间
slip	v. 滑动；滑倒；犯错；失足；减退 n. 滑，滑倒；片，纸片；错误；下跌；事故 adj. 滑动的；有活结的；活络的 abbr. 串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）
awake	v. 觉醒，意识到；醒来；被唤起 adj. 醒着的
mutual	adj. 共同的；相互的，彼此的
dim	adj. 暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的 v. 使暗淡，使失去光泽；使变模糊 n. 笨蛋，傻子
crowd	n. 群众,一伙;一堆,许多,大众 v. 拥挤,挤满,挤进
ending	n. 结局；结尾
augment	v. 增加；增大 n. 增加；增大
deputy	n. 代理人，代表 adj. 副的；代理的
timber	n. 木材；木料
tone	n. 语气；色调；音调；音色 v. 增强；用某种调子说
illegal	adj. [法] 非法的；违法的；违反规则的 n. 非法移民，非法劳工
red	n. 红色，红颜料；赤字 adj. 红色的；红肿的，充血的
fancy	n. 幻想；想象力；爱好 adj. 想象的；奇特的；昂贵的；精选的 v. 想象；喜爱；设想；自负
exception	n. 例外；异议
invalid	adj. 无效的；有病的；残废的 n. 病人；残废者 v. 使伤残；使退役
motion	n. 动作；移动；手势；请求；意向；议案 v. 运动；打手势
station	n. 车站；驻地；地位；身份 v. 配置；安置；驻扎
massacre	v. 残杀；彻底击败 n. 大屠杀；惨败
tremble	v. 发抖；战栗；焦虑；摇晃 n. 颤抖；战栗；摇晃
hinder	v. 成为阻碍 adj. 后面的 n. (Hinder)人名；(芬)欣德
village	n. 村庄；村民；（动物的）群落
elect	adj. 选出的；当选的；卓越的 n. 被选的人；特殊阶层；上帝的选民 v. 选举；选择；推选
rot	n. 腐烂；腐败；腐坏 v. 腐烂；腐败；堕落 int. （表示厌恶、蔑视、烦恼等）胡说；糟了
preparation	n. 预备；准备
concession	n. 让步；特许（权）；承认；退位
trivial	adj. 不重要的，琐碎的；琐细的
foster	v. 培养；养育，抚育；抱（希望等） adj. 收养的，养育的 n. (Foster)人名；(英、捷、意、葡、法、德、俄、西)福斯特
dirt	n. 污垢，泥土；灰尘，尘土；下流话
uphold	v. 支撑；鼓励；赞成；举起
organism	n. 有机体；生物体；微生物
groan	v. 呻吟；抱怨；发吱嘎声 n. 呻吟；叹息；吱嘎声
herd	n. 兽群，畜群；放牧人 v. 成群，聚在一起
polish	n. 磨光，擦亮；擦亮剂；优雅，精良 v. 擦亮，变光滑 adj. 波兰的
documentary	adj. 记录的；文件的；记实的 n. 纪录片
deadline	n. 截止期限，最后期限
advise	v. 建议；劝告，忠告；通知；警告
odds	n. 几率；胜算；不平等；差别
reliance	n. 信赖；信心；受信赖的人或物
proclaim	v. 宣告，公布；声明；表明；赞扬
collaborate	v. 合作；勾结，通敌
alarm	n. 闹钟；警报，警告器；惊慌 v. 警告；使惊恐
pink	n. 粉红色；化身，典范；石竹花；头面人物 v. 扎，刺，戳；使…变粉红色；使…面红耳赤 adj. 粉红的；比较激进的；石竹科的；脸色发红的
toss	n. 投掷；摇荡；投掷的距离；掷币赌胜负 v. 投掷；使…不安；突然抬起；使…上下摇动；与…掷币打赌
corner	n. 角落，拐角处；地区，偏僻处；困境，窘境 v. 囤积；相交成角
limb	n. 肢，臂；分支；枝干 vt. 切断…的手足；从…上截下树枝
remark	n. 注意；言辞 v. 评论；觉察
anchor	n. 锚；抛锚停泊；靠山；新闻节目主播 v. 抛锚；使固定；主持节目 adj. 末棒的；最后一棒的
plateau	n. 高原 adj. 高原印第安人的
lift	v. 举起；提升；鼓舞；空运；抄袭 n. 电梯；举起；起重机；搭车
chop	n. 砍；排骨；商标；削球 v. 剁碎；砍
august	adj. 威严的；令人敬畏的 n. 八月（简写为Aug）
indignant	adj. 愤愤不平的；义愤的
jeans	n. 牛仔裤；工装裤
formula	n. [数] 公式，准则；配方；婴儿食品
naive	adj. 天真的,幼稚的
keyboard	n. 键盘 v. 键入；用键盘式排字机排字
shy	adj. 害羞的；畏缩的，胆怯的 v. 投；畏缩；惊退；厌恶 n. 投掷；惊跳
sir	n. 先生；（用于姓名前）爵士；阁下；（中小学生对男教师的称呼）先生；老师
sin	n. 罪恶；罪孽；过失 v. 犯罪；犯过失
elderly	adj. 上了年纪的；过了中年的；稍老的
striking	adj. 显著的，突出的，惊人的；打击的；罢工的 v. 打（strike的ing形式）
turnover	n. 翻覆；[贸易] 营业额；流通量；半圆卷饼；失误 adj. 翻过来的；可翻转的
optional	adj. 可选择的，随意的 n. 选修科目
oneself	pron. 自己；亲自
consolidate	v. 巩固，使固定；联合
dimension	n. 方面;[数] 维；尺寸；次元；容积 vt标出尺寸 adj. 规格的
diminish	v. 使减少；使变小
persist	v. 存留，坚持；持续，固执
bizarre	adj. 奇异的（指态度，容貌，款式等）
embrace	v. 拥抱；信奉，皈依；包含 n. 拥抱
sow	v. 播种；散布；使密布 n. 母猪
heighten	v. 提高；增高；加强；使更显著
sculpture	n. 雕塑；雕刻；刻蚀 v. 雕塑；雕刻；刻蚀
merge	v. 合并；使合并；吞没 n. (Merge)人名；(意)梅尔杰
prejudice	n. 偏见；侵害 v. 损害；使有偏见
interview	n. 接见，采访；面试，面谈 v. 采访；接见；对…进行面谈；对某人进行面试
replacement	n. 更换；复位；代替者；补充兵员
disgrace	n. 耻辱；丢脸的人或事；失宠 v. 使……失宠；给……丢脸；使……蒙受耻辱；贬黜
permit	v. 许可；允许 n. 许可证，执照
underlying	adj. 潜在的；根本的；在下面的；优先的 v. 放在…的下面；为…的基础；优先于（underlie的ing形式）
overlap	n. 重叠；重复 v. 部分重叠；部分的同时发生
aeroplane	n. 飞机（等于airplane）
release	v. 释放；发射；让与；允许发表 n. 释放；发布；让与
poverty	n. 贫困；困难；缺少；低劣
merit	n. 优点，价值；功绩；功过 v. 值得
fellow	n. 家伙；朋友；同事；会员 adj. 同伴的，同事的；同道的 vt. 使…与另一个对等；使…与另一个匹敌
offensive	adj. 攻击的；冒犯的；无礼的；讨厌的 n. 攻势；攻击
daughter	n. 女儿；[遗][农学] 子代 adj. 女儿的；子代的
document	n. 文件，公文；[计] 文档；证件 v. 用文件证明
abrupt	adj. 生硬的；突然的；唐突的；陡峭的
sue	v. 控告；请求 n. (Sue)人名；(日)末(名)；(法)休；(英)休(女子教名Susan、Susanna的昵称)
humble	adj. 谦逊的；简陋的；（级别或地位）低下的；不大的 v. 使谦恭；轻松打败（尤指强大的对手）；低声下气
minority	n. 少数民族；少数派；未成年 adj. 少数的；属于少数派的
companion	n. 同伴；朋友；指南；手册 v. 陪伴
farmer	n. 农夫，农民
colonial	n. 殖民地居民 adj. 殖民地的，殖民的
false	adj. 错误的；虚伪的；伪造的 adv. 欺诈地
soldier	n. 军人；[昆] 兵蚁；懒汉；一片烤面包 v. 当兵；磨洋工；坚持干；假称害病
tax	v. 向…课税；使负重担 n. 税金；重负
tap	v. 轻敲；轻打；装上嘴子 n. 水龙头；轻打
sphere	n. 范围；球体 vt. 包围；放入球内；使…成球形 adj. 球体的
probe	n. 探针；调查 v. 调查；探测
rent	n. 租金 v. 出租；租用；租借
directory	n. [计] 目录；工商名录；姓名地址录 adj. 指导的；咨询的
spontaneous	adj. 自发的；自然的；无意识的
diet	n. 饮食；食物；规定饮食 v. 节食
summon	v. 召唤；召集；鼓起；振作
coast	v. 滑行；沿岸航行 n. 海岸；滑坡
stumble	v. 踌躇，蹒跚；失足；犯错 n. 绊倒；蹒跚而行
interact	v. 互相影响；互相作用 n. 幕间剧；幕间休息
steward	n. 管家；乘务员；膳务员；工会管事 vi. 当服务员；当管事 vt. 管理
envelope	n. 信封，封皮；包膜；[天] 包层；包迹
crack	v. 使破裂；打开；变声 n. 裂缝；声变；噼啪声 adj. 最好的；高明的
altogether	adv. 完全地；总共；总而言之 n. 整个；裸体
forge	n. 熔炉，锻铁炉；铁工厂 v. 伪造；做锻工；前进
patience	n. 耐性，耐心；忍耐，容忍
shortly	adv. 立刻；简短地；唐突地
ban	v. 禁止，取缔 n. 禁令，禁忌
hitherto	adv. 迄今；至今
prone	adj. 俯卧的；有…倾向的，易于…的 n. (Prone)人名；(意、法)普罗内
bar	n. 条，棒；酒吧；障碍；法庭 v. 禁止；阻拦 prep. 除……外
plea	n. 恳求，请求；辩解，辩护；借口，托辞
gossip	n. 小道传闻；随笔；爱说长道短的人 v. 闲聊；传播流言蜚语
enthusiasm	n. 热心，热忱，热情
beautiful	adj. 美丽的
lottery	n. 彩票；碰运气的事，难算计的事；抽彩给奖法
fantastic	adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的 n. 古怪的人
pen	n. 钢笔；作家；围栏 v. 写；关入栏中
pet	n. 宠物；生气；受宠爱的人 v. 宠爱 adj. 宠爱的
innocent	adj. 无辜的；无罪的；无知的 n. 天真的人；笨蛋
neighbor	n. 邻居 adj. 邻近的 v. 友好；毗邻而居
prose	n. 散文；单调 adj. 散文的；平凡的；乏味的 vi. 写散文；乏味地讲话 vt. 把…写成散文
tribute	n. 礼物；[税收] 贡物；颂词；（尤指对死者的）致敬，悼念，吊唁礼物
despair	n. 绝望；令人绝望的人或事 v. 绝望，丧失信心
consistent	adj. 始终如一的，一致的；坚持的
feasible	adj. 可行的；可能的；可实行的
bulb	n. 电灯泡；鳞茎；球状物 vi. 生球茎；膨胀成球状
heroin	n. [药][毒物] 海洛因，吗啡
ornament	n. 装饰；[建][服装] 装饰物；教堂用品 v. 装饰，修饰
transmit	v. 传输；传播；发射；传达；遗传
freight	v. 运送；装货；使充满 n. 货运；运费；船货
clause	n. 条款；[计] 子句
curve	n. 曲线；弯曲；曲线球；曲线图表 v. 弯；使弯曲 adj. 弯曲的；曲线形的
mechanism	n. 机制；原理，途径；进程；机械装置；技巧
ingredient	n. 原料；要素；组成部分 adj. 构成组成部分的
disclose	v. 公开；揭露
jealous	adj. 妒忌的；猜疑的；唯恐失去的；戒备的
plough	v. 犁；耕 n. 犁；耕地（等于plow）
opera	n. 歌剧；歌剧院；歌剧团
superiority	n. 优越，优势；优越性
testify	v. 证明，证实；作证
outlet	n. 出口，排放孔；[电] 电源插座；销路；发泄的方法；批发商店
stretch	v. 伸展,张开；（大量地）使用，消耗（金钱，时间）；使竭尽所能；使全力以赴； n. 伸展，延伸
exposure	n. 暴露；曝光；揭露；陈列
resort	n. 凭借，手段；度假胜地；常去之地 v. 求助，诉诸；常去；采取某手段或方法
foremost	adj. 最重要的；最先的 adv. 首先；居于首位地
immense	adj. 巨大的，广大的；无边无际的；非常好的
exclusive	adj. 独有的；排外的；专一的 n. 独家新闻；独家经营的项目；排外者
allege	v. 宣称，断言；提出…作为理由
beam	n. 横梁；光线；电波；船宽；[计量] 秤杆 v. 发送；以梁支撑；用…照射；流露
dwell	v. 居住；存在于；细想某事
phase	n. 月相
sociology	n. 社会学；群体生态学
speed	v. 超速，加速；加速，迅速前行；兴隆 n. 速度，速率；迅速，快速；昌盛，繁荣
activate	v. 刺激；使活动；使活泼；使产生放射性
regime	n. 政权，政体；社会制度；管理体制
committee	n. 委员会
hostage	n. 人质；抵押品
region	n. 地区；范围；部位
thrill	n. 激动；震颤；紧张 v. 使…颤动；使…紧张；使…感到兴奋或激动
entitle	v. 称做…；定名为…；给…称号；使…有权利
additional	adj. 附加的，额外的
attendant	adj. 伴随的；侍候的 n. 服务员，侍者；随员，陪从
scream	v. 尖叫；呼啸；发出尖锐刺耳的声音；令人触目惊心 n. 尖叫声；尖锐刺耳的声音；极其滑稽可笑的人
miserable	adj. 悲惨的；痛苦的；卑鄙的
veteran	n. 老兵；老手；富有经验的人；老运动员 adj. 经验丰富的；老兵的
spouse	n. 配偶 vt. 和…结婚
journey	n. 旅行；行程 v. 旅行
stripe	n. 条纹，斑纹；种类 v. 加条纹于…
harm	n. 伤害；损害 v. 伤害；危害；损害
induce	v. 诱导；引起；引诱；感应
frighten	v. 使惊吓；吓唬…
senate	n. 参议院，上院；（古罗马的）元老院
thrift	n. 节俭；节约；[植] 海石竹
forum	n. 论坛，讨论会；法庭；公开讨论的广场
interpret	v. 说明；口译
hang	v. 悬挂，垂下；装饰；绞死；使悬而未决 n. 悬挂；暂停，中止
thanksgiving	n. 感恩
analogy	n. 类比；类推；类似
shell	n. 壳，贝壳；炮弹；外形 v. 剥落；设定命令行解释器的位置
shelf	n. 架子；搁板；搁板状物；暗礁
fork	n. 叉；餐叉；耙 v. 叉起；使成叉状
hawk	v. 兜售，沿街叫卖；捕捉；咳出 n. 鹰；鹰派成员；掠夺他人的人
harden	v. 变硬，变坚固；变坚强；变冷酷 n. (Harden)人名；(英、德、罗、瑞典)哈登；(法)阿尔当
mock	n. 英国模拟考试（mocks） v. 愚弄，嘲弄 adj. 仿制的，模拟的，虚假的，不诚实的
ballot	n. 投票；投票用纸；投票总数 v. 投票；抽签决定
strive	v. 努力；奋斗；抗争
hate	v. 憎恨；厌恶；遗憾 n. 憎恨；反感
combat	v. 反对；与…战斗 n. 战斗；争论 adj. 战斗的；为…斗争的
moan	v. 抱怨，悲叹；呻吟 n. 呻吟声；悲叹
